id,x,y
103,12.281412,40.989117
104,23.823109,4.6569567
105,17.826462,57.05702
106,18.590414,59.70659
107,13.376568,43.452957
108,8.404033,15.125256
109,17.20793,54.911777
110,11.705475,12.81604
111,17.929766,57.415287
112,13.042248,11.881026
113,18.104828,58.02246
114,18.007711,57.685635
115,17.20793,54.911777
116,9.912931,14.069845
117,17.968699,57.550323
118,18.765722,5.1026115
119,3.4327657,20.778357
120,3.9267662,19.208094
121,4.0722566,18.745625
122,3.565851,20.355318
123,10.074604,13.956764
124,3.391565,20.989092
125,17.552065,56.10534
126,13.443559,43.60366
127,10.7627,13.47547
128,16.535927,6.9215083
129,18.974451,61.038506
130,17.20793,54.911777
131,3.6840837,19.979494
132,17.20793,54.911777
133,13.496347,11.295935
134,16.467306,7.0202584
135,13.354561,43.403442
136,17.629963,56.37551
137,16.143314,51.2097
138,3.3942869,20.900663
139,24.439236,4.4489822
140,11.12458,13.222351
141,14.624915,9.671754
142,15.060747,9.044522
143,14.107669,45.09775
144,13.214096,11.702132
145,8.402172,32.26176
146,8.704798,14.914886
147,12.049119,12.575677
148,14.880756,46.83702
149,4.1784453,18.40809
150,13.925166,44.687172
151,4.147805,18.505476
152,17.20793,54.911777
153,16.48214,6.9989195
154,13.882843,10.739708
155,14.444868,9.930868
156,17.20793,54.911777
157,11.034389,13.285437
158,8.5758705,32.65254
159,16.430792,52.209957
160,10.997904,13.310957
161,24.817602,4.3188553
162,10.065569,13.963085
163,12.537388,41.565006
164,11.719293,12.806377
165,23.729603,4.6885176
166,17.20793,54.911777
167,16.090351,51.025433
168,16.492926,6.983392
169,14.735781,46.51085
170,9.407425,34.523327
171,12.806733,12.045757
172,14.361835,45.66957
173,7.3056307,29.794802
174,15.2577305,8.761028
175,17.20793,54.911777
176,24.505684,4.4265523
177,11.4838915,12.971029
178,15.940197,7.7788563
179,8.932425,33.454697
180,24.73874,4.347886
181,15.399205,48.620636
182,15.1880865,47.878567
183,12.295574,41.020973
184,10.285975,36.49986
185,17.20793,54.911777
186,12.752476,12.083708
187,10.997904,13.310957
188,13.369721,43.43756
189,3.4035194,20.871305
190,11.774479,12.767775
191,17.20793,54.911777
192,20.972637,4.9390945
193,9.425308,14.41092
194,13.5212965,11.260031
195,11.72093,12.805231
196,15.881774,50.299698
197,15.539744,49.10962
198,12.406201,41.269855
199,24.824825,4.315016
200,4.793705,24.143574
201,17.20793,54.911777
202,14.673281,46.37024
203,14.830826,46.724678
204,11.82136,12.734985
205,3.8917186,19.319494
206,6.129938,27.149775
207,6.0280333,16.787163
208,4.237438,18.220556
209,11.048409,38.21515
210,12.907639,11.975177
211,16.91306,53.887974
212,16.574392,52.709602
213,17.20793,54.911777
214,15.032031,9.085846
215,12.212435,12.461443
216,11.65889,12.848625
217,17.20793,54.911777
218,18.421083,59.119305
219,24.81823,4.31852
220,17.20793,54.911777
221,18.016508,57.716133
222,14.927919,46.95651
223,13.017128,11.898597
224,14.130144,45.148315
225,14.621764,46.254356
226,11.651699,12.853655
227,17.430065,5.6347013
228,19.112463,5.07692
229,12.5641575,41.625217
230,6.3374434,27.61661
231,12.757568,42.060352
232,18.5825,59.679123
233,16.8965,53.83035
234,17.20793,54.911777
235,10.156584,13.899422
236,17.20793,54.911777
237,11.716621,12.808243
238,12.9775915,42.55535
239,12.554731,12.222021
240,12.243148,12.4399605
241,17.20793,54.911777
242,17.38018,55.5092
243,14.315293,45.564857
244,15.1278925,47.665245
245,24.77345,4.3361683
246,11.812361,12.74128
247,13.505852,43.743813
248,17.20793,54.911777
249,24.812918,4.321343
250,17.20793,54.911777
251,3.9573123,19.110987
252,17.686037,56.569992
253,14.918683,46.923775
254,13.635918,44.03643
255,24.539839,4.4150243
256,12.92723,42.442062
257,12.864304,12.005489
258,16.072392,50.962936
259,18.552917,59.57653
260,24.548473,4.4121094
261,24.427076,4.453086
262,14.882191,9.301493
263,14.366325,45.67967
264,17.20793,54.911777
265,14.734302,46.507523
266,15.27591,48.189835
267,17.20793,54.911777
268,4.343055,23.129713
269,13.222247,43.105762
270,17.20793,54.911777
271,14.674776,46.373604
272,17.20793,54.911777
273,3.5223987,20.49344
274,15.678241,8.15585
275,17.844666,57.120155
276,15.084882,47.512802
277,10.73876,13.492218
278,13.186757,11.741487
279,17.20793,54.911777
280,13.389241,43.481464
281,12.05915,40.48908
282,17.20793,54.911777
283,12.684346,41.895607
284,17.20793,54.911777
285,14.749994,46.542847
286,15.54359,49.123
287,9.227232,34.11794
288,5.127616,24.894793
289,17.65699,56.46924
290,11.52126,12.94489
291,11.419897,13.015789
292,15.797271,50.005672
293,12.576538,41.653084
294,15.490336,48.937714
295,16.686619,53.10009
296,12.502669,12.258439
297,11.965429,40.278225
298,9.650285,14.253559
299,8.082005,15.3505
300,11.95126,12.644126
301,17.20793,54.911777
302,10.616806,37.24415
303,4.4159236,17.997711
304,14.323972,45.58438
305,17.184143,5.988624
306,14.689375,46.40645
307,3.5981405,20.252682
308,14.806889,46.670822
309,17.20793,54.911777
310,11.502025,12.9583435
311,12.587377,12.19919
312,3.9203403,19.228514
313,11.752441,39.799057
314,12.289136,12.407795
315,18.491522,59.363598
316,16.146332,51.2202
317,16.40819,52.131317
318,12.389163,12.337831
319,13.66403,11.054611
320,12.321577,12.385107
321,10.51921,13.645779
322,11.248207,38.664654
323,13.873499,10.753153
324,6.469903,27.914612
325,10.773531,13.467895
326,14.31241,45.55838
327,16.112564,51.10272
328,5.8073225,26.423965
329,12.531021,12.2386055
330,12.962002,42.52028
331,17.20793,54.911777
332,14.900329,46.881042
333,13.297378,43.274788
334,14.167384,45.232105
335,15.887019,50.31794
336,10.777,13.465467
337,17.20793,54.911777
338,24.667887,4.3718004
339,13.460432,43.641624
340,15.809154,50.047012
341,18.137999,58.13749
342,8.35555,15.159167
343,17.20793,54.911777
344,13.271393,11.619683
345,12.358782,12.35908
346,8.591373,32.687405
347,23.212534,4.773135
348,17.493322,5.543645
349,10.572012,13.6088505
350,13.795362,44.395134
351,13.714373,44.21293
352,17.636656,5.336894
353,12.287794,12.408732
354,9.736941,14.192942
355,18.040863,57.800606
356,17.20793,54.911777
357,10.675185,37.375492
358,12.645838,12.158297
359,18.163816,58.22702
360,14.705496,46.44271
361,17.68474,5.2675314
362,12.716675,41.968353
363,14.06749,10.473974
364,6.1719904,27.244379
365,16.026873,7.6541166
366,10.7968855,37.649292
367,15.691695,49.63833
368,12.645195,12.158743
369,13.173723,11.7602415
370,18.160637,58.21601
371,14.977278,47.131447
372,11.889906,12.687038
373,13.8682995,44.55923
374,15.987649,50.668076
375,4.8679485,24.310606
376,17.91657,5.1655283
377,12.743317,12.090113
378,15.758738,49.871593
379,24.230772,4.519349
380,17.20793,54.911777
381,7.928751,31.196665
382,24.790113,4.3305435
383,12.215812,12.459081
384,17.20793,54.911777
385,24.39471,4.46401
386,17.20793,54.911777
387,17.20793,54.911777
388,15.013831,47.26099
389,18.515158,59.445564
390,12.712413,41.958763
391,13.163124,11.775494
392,15.120906,47.640476
393,8.775887,14.86516
394,12.936248,42.462334
395,11.799917,12.749981
396,11.486086,12.969496
397,16.693195,6.695169
398,13.017214,42.644493
399,11.603424,12.887424
400,3.8358247,21.98857
401,12.114505,12.529942
402,10.87873,37.83342
403,11.556748,12.920069
404,3.7612617,19.734169
405,11.46521,39.152855
406,11.811775,39.93254
407,17.20793,54.911777
408,15.381693,48.559708
409,9.1344185,14.614382
410,15.568379,49.209267
411,14.447792,9.92666
412,13.278562,43.232456
413,16.743357,53.29751
414,10.864864,13.404013
415,9.21703,14.5566025
416,11.036072,13.284259
417,3.93484,19.182425
418,13.626236,11.109004
419,15.950889,50.54017
420,17.20793,54.911777
421,11.997294,40.349922
422,12.055166,40.480114
423,16.999922,54.1902
424,4.9989634,24.605358
425,18.36477,58.923996
426,14.940821,47.002228
427,15.54359,49.123
428,12.829014,42.221077
429,15.091908,47.537704
430,16.215464,51.46074
431,24.816381,4.319503
432,16.2038,51.420155
433,12.851647,12.014341
434,9.527685,14.33931
435,16.086042,51.01043
436,9.860309,14.106655
437,17.20793,54.911777
438,15.0706005,47.46218
439,14.225376,10.246754
440,15.863524,50.236202
441,5.6931686,26.167143
442,14.760863,46.56729
443,17.20793,54.911777
444,13.855491,44.530415
445,11.5302925,39.299274
446,12.714962,12.109947
447,24.820528,4.317299
448,17.92187,57.3879
449,12.45282,12.293304
450,24.592041,4.397404
451,17.20793,54.911777
452,14.966659,47.09381
453,17.542374,56.071735
454,11.652763,12.852912
455,16.478146,7.0046644
456,12.856156,12.011191
457,24.820105,4.317524
458,14.084636,45.04593
459,11.853422,12.712557
460,18.758411,60.289246
461,11.07806,13.254892
462,12.403558,12.327763
463,18.993654,5.085723
464,12.834661,42.2338
465,15.093557,47.54355
466,9.078038,33.78229
467,15.621934,8.236883
468,14.893591,46.865887
469,4.1451397,22.684454
470,13.988691,44.83009
471,11.956907,12.640174
472,17.637383,56.401237
473,12.325475,12.382376
474,15.739398,49.804302
475,17.20793,54.911777
476,13.114847,11.830244
477,12.538321,41.5671
478,24.824486,4.315194
479,11.158859,13.198374
480,15.5333805,49.087486
481,11.123283,13.223258
482,17.652653,56.45421
483,17.20793,54.911777
484,17.20793,54.911777
485,16.109861,7.534684
486,17.20793,54.911777
487,12.985274,42.57263
488,13.380438,11.4627495
489,12.903614,42.388924
490,18.417585,59.10717
491,15.766309,8.029112
492,15.927997,50.460518
493,12.770705,12.070959
494,6.426713,27.817444
495,12.301584,12.399088
496,17.656897,56.468918
