id,x,y
96,13.033743,45.07817
97,10.510522,32.85474
98,16.155561,60.201397
99,11.759215,12.709575
100,25.3308,5.379616
101,16.050014,59.690086
102,17.24859,6.2143693
103,11.579566,38.033577
104,20.707394,4.3532157
105,16.111357,59.98724
106,16.170044,60.271557
107,12.220566,41.138836
108,7.7466593,17.457355
109,16.050014,59.690086
110,9.129943,15.82061
111,16.124882,60.05279
112,13.03929,11.1949415
113,16.108223,59.97212
114,15.349455,56.296345
115,16.050014,59.690086
116,8.028046,17.124405
117,14.866247,53.9555
118,17.735683,5.638029
119,8.255469,21.930435
120,7.956792,20.48353
121,7.7302017,19.385838
122,8.021983,20.79933
123,13.963732,10.101114
124,8.37527,22.510784
125,16.075397,59.813057
126,12.052357,40.32398
127,14.397025,9.588429
128,20.008337,4.6359315
129,16.066067,59.767876
130,16.050014,59.690086
131,7.9015255,20.215786
132,16.050014,59.690086
133,10.042327,14.741043
134,17.14434,6.337725
135,12.024736,40.190166
136,15.995766,59.42728
137,13.661928,48.121326
138,8.747141,24.312271
139,22.629795,4.278657
140,9.278755,15.644528
141,17.042677,6.458019
142,15.570024,8.200499
143,12.4871025,42.43002
144,10.044384,14.738608
145,11.354428,36.94295
146,8.168142,16.958641
147,12.244627,12.135214
148,15.278547,55.952847
149,8.31536,16.784445
150,12.324842,41.643993
151,16.731552,6.826147
152,16.050014,59.690086
153,18.962051,5.06994
154,13.2041445,10.999885
155,15.607937,8.155647
156,16.050014,59.690086
157,9.669006,15.182769
158,10.287299,31.77337
159,15.700684,57.997826
160,10.342188,14.386239
161,25.565496,5.439234
162,15.431339,8.364602
163,11.761454,38.914734
164,12.079086,12.33109
165,20.983288,4.2429547
166,16.050014,59.690086
167,13.663038,48.126728
168,19.99103,4.6431127
169,13.567953,47.666077
170,13.338724,46.55562
171,10.1686735,14.591549
172,15.161091,55.383827
173,10.47371,32.676407
174,8.438274,16.639004
175,16.050014,59.690086
176,25.803936,5.4462504
177,9.945938,14.85509
178,17.097654,6.3929605
179,10.29218,31.79701
180,21.806858,4.008924
181,13.102978,45.413555
182,12.780821,43.85292
183,11.5526,37.90295
184,11.541104,37.84727
185,16.050014,59.690086
186,12.7416725,11.547099
187,10.342188,14.386239
188,12.006601,40.10229
189,9.546615,28.185223
190,9.803301,15.023865
191,16.050014,59.690086
192,17.610224,5.7864766
193,15.220218,8.614406
194,8.9767275,16.001904
195,9.468311,15.420239
196,13.362995,46.673176
197,13.589861,47.772224
198,12.029863,40.215
199,25.486984,5.4192905
200,9.415324,27.549194
201,16.050014,59.690086
202,13.414318,46.921814
203,14.787411,53.573593
204,10.750013,13.90369
205,7.6848965,19.166368
206,10.052655,30.636683
207,7.7991714,19.71995
208,8.59345,16.455404
209,10.918043,34.82892
210,9.857787,14.959394
211,14.378973,51.59496
212,14.056446,50.032528
213,16.050014,59.690086
214,8.191162,16.931398
215,11.612276,12.883427
216,10.740894,13.914481
217,16.050014,59.690086
218,16.090916,59.888218
219,25.475357,5.4163365
220,16.050014,59.690086
221,15.804178,58.499207
222,12.67153,43.32349
223,10.782188,13.865617
224,12.485485,42.422203
225,13.589247,47.76925
226,10.359112,14.366213
227,17.899984,5.5104938
228,19.597826,4.8062143
229,11.913359,39.650597
230,9.970052,30.236506
231,11.936974,39.764996
232,16.171608,60.27913
233,15.932058,59.11868
234,16.050014,59.690086
235,7.8795614,17.300085
236,16.050014,59.690086
237,16.089844,7.5854325
238,11.870556,39.44326
239,10.138369,14.627404
240,10.043794,14.739305
241,16.050014,59.690086
242,14.565895,52.50049
243,12.167927,40.883823
244,12.762474,43.76406
245,23.089903,4.4294662
246,9.400503,15.500466
247,12.149292,40.79355
248,16.050014,59.690086
249,25.034317,5.3043013
250,16.050014,59.690086
251,7.768115,17.431965
252,16.092953,59.898098
253,12.767529,43.788513
254,12.172348,40.905262
255,25.850159,5.4861364
256,11.863976,39.411377
257,12.922291,11.333382
258,13.540726,47.534176
259,16.176077,60.30078
260,25.35266,5.2423306
261,24.968788,5.076028
262,15.159374,8.686393
263,13.000139,44.915386
264,16.050014,59.690086
265,12.791676,43.905502
266,15.20009,55.572754
267,16.050014,59.690086
268,8.690813,24.039398
269,12.025068,40.191776
270,16.050014,59.690086
271,12.404419,42.029503
272,16.050014,59.690086
273,8.16238,21.479475
274,14.758212,9.16106
275,15.821266,58.581936
276,12.678316,43.356346
277,11.885028,12.560698
278,10.691605,13.972798
279,16.050014,59.690086
280,12.1182785,40.643326
281,11.74527,38.83632
282,16.050014,59.690086
283,11.99651,40.053425
284,16.050014,59.690086
285,12.796339,43.928093
286,13.232204,46.03959
287,10.508759,32.846195
288,8.555492,23.383852
289,16.089142,59.879654
290,8.883063,16.112722
291,9.919158,14.886783
292,13.439173,47.04221
293,11.782251,39.015484
294,13.155329,45.66718
295,14.4795475,52.082172
296,10.464578,14.241423
297,12.083094,40.47286
298,7.9701395,17.192923
299,7.4580956,17.79878
300,11.401258,13.133116
301,16.050014,59.690086
302,10.71188,33.83019
303,8.318908,16.780243
304,10.960855,35.036324
305,17.923176,5.5008755
306,12.906109,44.459885
307,8.051833,20.94394
308,12.826359,44.073517
309,16.050014,59.690086
310,9.924804,14.880105
311,10.496122,14.204103
312,7.73592,19.413536
313,11.539664,37.84031
314,8.954493,16.028208
315,16.184954,60.343803
316,13.516741,47.417976
317,13.970818,49.6177
318,10.449671,14.259059
319,12.791264,11.488419
320,10.385229,14.335316
321,10.298698,14.437696
322,11.505271,37.673676
323,15.995225,7.6973925
324,10.097845,30.855587
325,11.738198,12.734437
326,12.624672,43.096478
327,14.032537,49.916687
328,10.318419,31.924133
329,10.587639,14.095818
330,12.101824,40.563606
331,16.050014,59.690086
332,13.510738,47.388924
333,10.277491,31.72587
334,12.390648,41.962757
335,13.526308,47.464325
336,11.71142,12.766122
337,16.050014,59.690086
338,25.858902,5.500607
339,12.281498,41.434013
340,13.324982,46.489037
341,16.152172,60.185
342,8.107171,17.03078
343,16.050014,59.690086
344,13.865751,10.217053
345,10.273397,14.46763
346,11.250512,36.43954
347,20.230034,4.543995
348,23.206848,4.4677954
349,10.160091,14.601703
350,12.367512,41.85071
351,13.265669,46.20171
352,24.022345,4.735091
353,10.200653,14.55371
354,7.9308014,17.239464
355,15.826305,58.606365
356,16.050014,59.690086
357,10.74953,34.0126
358,9.722382,15.119613
359,16.155561,60.201397
360,12.857676,44.225243
361,18.206352,5.383411
362,11.853592,39.361088
363,17.330883,6.116999
364,9.828956,29.552986
365,17.090923,6.400929
366,12.629419,43.119476
367,13.281645,46.27909
368,14.19709,9.824998
369,10.422937,14.290694
370,15.500454,57.027832
371,12.752947,43.71789
372,16.041552,7.6425776
373,12.205805,41.067326
374,13.433081,47.01271
375,9.370175,27.330475
376,19.37378,4.899152
377,11.64927,12.839664
378,13.384083,46.775333
379,21.314919,4.110416
380,16.050014,59.690086
381,9.738142,29.113056
382,25.28911,5.3690243
383,10.147017,14.617173
384,16.050014,59.690086
385,22.561256,4.2561913
386,16.050014,59.690086
387,16.050014,59.690086
388,13.0369,45.09345
389,15.912312,59.023018
390,11.800343,39.103123
391,10.523796,14.171357
392,12.556383,42.765667
393,8.202971,16.917425
394,11.96842,39.917343
395,10.67258,13.995308
396,9.991182,14.8015585
397,19.41029,4.8840065
398,11.885881,39.517498
399,12.912937,11.34445
400,8.826559,24.696991
401,12.838163,11.432922
402,10.931804,34.89559
403,10.041174,14.742418
404,8.246175,21.8854
405,11.44783,37.39541
406,11.319102,36.77182
407,16.050014,59.690086
408,15.370821,56.399845
409,8.240525,16.87299
410,13.123415,45.512566
411,13.22072,10.980274
412,11.947586,39.816402
413,14.248968,50.965187
414,10.050568,14.731296
415,12.901394,11.358109
416,11.515298,12.998182
417,7.93145,20.360758
418,12.950082,11.300501
419,13.510736,47.3889
420,16.050014,59.690086
421,11.935886,39.759727
422,11.513707,37.71455
423,15.971386,59.309174
424,8.767889,24.412777
425,16.060087,59.738876
426,12.9842,44.83815
427,13.232204,46.03959
428,11.843267,39.311058
429,13.010721,44.96664
430,13.688625,48.250656
431,25.574707,5.441575
432,13.6019535,47.830784
433,12.836151,11.435308
434,14.551165,9.406046
435,13.512823,47.399036
436,11.354002,13.189032
437,16.050014,59.690086
438,12.857605,44.224907
439,14.057306,9.990399
440,13.322176,46.47546
441,10.237147,31.5304
442,12.372061,41.872738
443,16.050014,59.690086
444,12.283981,41.446056
445,11.216139,36.273014
446,14.965514,8.915772
447,25.741112,5.4838448
448,15.273981,55.930717
449,12.275919,12.098185
450,22.376276,4.1955605
451,16.050014,59.690086
452,15.404705,56.563972
453,16.074125,59.806896
454,10.152948,14.610147
455,15.797945,7.9308147
456,17.255377,6.206342
457,25.824436,5.4639387
458,15.129517,55.23086
459,9.669895,15.181718
460,15.8527565,58.734505
461,14.175025,9.851105
462,10.158531,14.603546
463,24.21869,4.799448
464,11.825699,39.225956
465,12.653299,43.235146
466,11.49121,37.60558
467,14.973117,8.906782
468,12.988682,44.859867
469,8.561694,23.4139
470,12.5827465,42.893375
471,13.426425,10.7368765
472,14.783119,53.552803
473,12.5737095,11.745837
474,14.5268955,52.31153
475,16.050014,59.690086
476,12.914139,11.343033
477,11.771976,38.96569
478,25.82739,5.46649
479,12.344267,12.017318
480,13.226793,46.013382
481,9.639062,15.218201
482,13.9552765,49.542416
483,16.050014,59.690086
484,16.050014,59.690086
485,16.940992,6.5783267
486,16.050014,59.690086
487,11.796593,39.08495
488,16.330137,7.301115
489,12.969809,44.768436
490,16.177149,60.306004
491,15.063095,8.800314
492,13.555107,47.60387
493,16.384237,7.2371
494,10.083576,30.786463
495,10.20551,14.547958
496,14.763354,53.45706
